name,lat,lon
Пост ЭЦ станции Лефортово,55.762943,37.745844
Церковь Захарии и Елизаветы,55.7141392,37.5998532
Архимандритские покои,55.7150593,37.6020409
Служебный флигель усадьбы Знаменское-Губайлово,55.8212111,37.3222089
Центральный дом усадьбы Знаменское-Губайлово,55.8220158,37.3223333
Церковь Иконы Божией Матери Знамение,55.8205963,37.3222021
Корпус 3,55.5732384,37.3550145
Господский дом усадьбы 'Валуево' (корпус 6),55.5735781,37.354148
Корпус 1 (дом управляющего),55.5743496,37.3550074
Корпус 2 (контора),55.5738311,37.3555197
Церковь св. Пантелеимона при Центральном военном клиническом госпитале ФСБ РФ,55.8048822,37.4823058
Планета Сокольники,55.7943757,37.6728766
Храм во имя иконы Божией Матери «Скоропослушница»,55.7979634,37.4916005
Храм-часовня Сергия Радонежского,55.880732,37.6963865
Загородная усадьба графа Орлова,55.7094903,37.6051597
Приход Св. Ольги,55.670862,37.7431796
None1999,55.8470331,37.5911866
Храм преподобной Евфросинии Московской,55.6650715,37.6034386
Храм Благовещения Пресвятой Богородицы в Раеве,55.863388,37.6618943
Церковь Рождества Христова,55.7165673,37.3737214
None2003,55.768484,37.5537766
Первый общественный туалет Москвы,55.7355492,37.5784514
Корпус 9 (прачечная_-_ столярная_-_ гараж),55.5744871,37.3538413
Церковь Иконы Божией Матери Донская,55.8962115,37.7324292
Южная башня,55.5734925,37.3559913
Церковь Покрова Пресвятой Богородицы,55.8926751,37.3502413
Храм Успения Пресвятой Богородицы на Могильцах,55.7437221,37.5903193
Усадьба Самсонова,55.7394349,37.5884817
Главный дом,55.8151917,37.4715276
Больничные палаты,55.7255705,37.5571777
Церковь на Бутаковском заливе,55.880757,37.4332897
Фигурные ворота,55.6143073,37.6808324
Храм святителя Николая в Сабурове,55.6396619,37.7000113
Храм Рождества Пресвятой Богородицы,55.7110521,37.6537202
храм во имя ПреподобногоСерафима Саровского,55.7492356,37.5457464
Надвратный храм Спаса Нерукотворного Образа,55.7403278,37.5994145
Исторический объект инфраструктуры МОЖД,55.7663822,37.7456206
Церковь Трифона в Напрудном,55.7883081,37.6266103
Главный дом усадьбы 'Белая Дача',55.6605032,37.850459
None2025,55.8895433,37.7336028
Часовня Спаса Преображения,55.7981642,37.5111346
Храм святого великомученика и целителя Пантелеймона (ЦКБ МПС РФ),55.8192905,37.456169
Храм святителя Николая в Кузнецкой Слободе,55.736638,37.6322485
Саентологическая церковь Москвы,55.7408743,37.6595176
Церковь-часовня Иконы Божией Матери Умягчение Злых Сердец,55.5721626,37.5079618
Усадьба Студенец,55.7532456,37.5531748
Храм Благовещения Пресвятой Богородицы в Сокольниках,55.7853441,37.688572
None2033,55.8898644,37.7287209
Храм святой великомученицы Анастасии Узорешительницы в Тёплом Стане,55.6254235,37.4904464
Церковь иконы Божией Матери 'Знамение' в Ховрине,55.8647368,37.5094255
Церковь Святителя Николая,55.818446,37.568037
Ванный домик,55.7181914,37.5883329
Храм Сретения Господня,55.8101409,37.774473
Музейно-мемориальный комплекс истории Военно-морского флота России,55.8514928,37.4538857
Ротонда-беседка,55.7162305,37.5859775
Аллегория бога реки Скамандр,55.7365239,37.8087459
Музей истории МСХА им. К.А. Тимирязева,55.8312411,37.5510337
Дом Толстого,55.7471707,37.5890862
Церковь Сергия Радонежского,55.919693,37.5214998
None2047,55.7367551,37.5380747
Бывший железнодорожный вокзал Потылиха МОЖД,55.7312107,37.5454152
храм Святителя Тихона Задонского,55.8018662,37.6830983
Подводная лодка Новосибирский комсомолец,55.8528338,37.4563427
Судно на воздушной подушке,55.8514653,37.4547572
Экраноплан Орлёнок,55.8516142,37.4558029
Церковь Преподобного Сергия Радонежского в Бусинове,55.883221,37.4989592
Вокзал станции Канатчиково МОЖД,55.7019047,37.5916662
Дом-музей Щепкина,55.781792,37.6288665
Вольер с хищными птицами,55.7765651,37.4297333
Серые журавли,55.7774926,37.4311982
Серая цапля,55.7775661,37.431388
Корпус 4 (конный двор),55.5731768,37.3550721
Корпус 8 (скотный двор),55.5744171,37.3539032
None2062,55.5979375,37.5286032
Бывшая водонапорная башня,55.574398,37.3522704
Корпус 5_-_ администрация (флигель),55.5733563,37.354645
Корпус 7 (флигель),55.5741145,37.3536577
Часовня Святого Великомученика Георгия Победоносца,55.8209853,37.7186149
Северная башня,55.5747387,37.3548187
Парковый павильон 'Дом охотника',55.5725612,37.3495406
Большой собор Донской иконы Божией Матери,55.7144792,37.6015839
Малый собор Донской иконы Божией Матери,55.7138613,37.6023287
Церковь Дмитрия Донского,55.6599495,37.6491617
Елизаветинский дворец,55.782437,37.695008
Храм свт. Николая Мирликийского,55.7944106,37.7508634
Церковь Собора Дивеевских святых (подворье Серафимо-Дивеевского монастыря),55.7764739,37.6326334
Кремль в Измайлово,55.7939827,37.7503847
Санаторий Главмосстроя 'Валуево',55.5718417,37.3577877
Парадные ворота усадьбы 'Валуево',55.574155,37.3554085
Часовня св. равноап. кн. Владимира,55.7181153,37.5434948
Московская Соборная мечеть,55.7792322,37.627334
Церковь Григория Неокесарийского в Дербицах,55.7376417,37.6190019
Певческие палаты,55.7269334,37.5555756
Казначейские палаты,55.7265319,37.5575566
Трапезная,55.7264068,37.555619
Филатьевское училище,55.7258834,37.5575634
Белокаменные палаты XVII века,55.7441388,37.5981063
Усадьба П.В. Цигеля в Сокольниках,55.8139801,37.6745926
Храм Ирины (Троицы Живоначальной),55.7750559,37.6877031
Храм Святой Троицы в Кожевниках,55.7271069,37.6479906
Библейская миссия,55.891455,37.7319945
None2095,55.8820899,37.7002522
Храм Воскресения Христова и Покрова Божией Матери,55.7667855,37.6709204
Храм Троицы Живоначальной у Салтыкова моста,55.7575454,37.6793179
Храм Введения во храм Пресвятой Богородицы у Салтыкова моста,55.7576134,37.680226
Городская усадьба Черкасской — Баскакова,55.7576462,37.5930634
Усадьба Васильчиковых,55.7580858,37.5909684
Проща,55.7469396,37.6786113
Храм Святого Благоверного князя Игоря Черниговского,55.6565249,37.347619
Храм Преображения Господня в Переделкине (селе Лукине),55.6574294,37.3469908
Музей Московской железной дороги,55.7280559,37.6420107
Храм Михаила Архангела при клиниках на Девичьем поле,55.7351019,37.5736412
None2106,55.7959317,37.5518302
Храм святых апостолов Петра и Павла,55.7652115,37.7003287
Церковь Иоанна Предтечи на Хованском кладбище,55.6069647,37.4479413
Церковь Богоявления Господня,55.8911538,37.4159276
None2110,55.8226372,37.5665305
Кутузовская изба,55.7396482,37.5231403
Музей скульптуры «Галерея 3D»,55.889855,37.4479371
Покрова Пресвятой Богородицы,55.7484586,37.6542994
Музей и общественный центр им. Андрея Сахарова,55.7512804,37.6590707
Алые паруса,55.851612,37.4680829
Церковь Иоанна Рыльского,55.7000455,37.6079034
Ризположенская церковь,55.7199233,37.6040067
Особняк М. Ф. Якунчиковой,55.7439396,37.5933388
Церковь Иоанна Кронштадтского,55.667159,37.5617846
None2120,55.7158807,37.5854328
Субурган и Пагода рая с молитвенным барабаном,55.8549262,37.5911391
Храм Троицы Живоначальной на Шаболовке,55.7231809,37.6109438
Лихоборская плетёная арка,55.8506637,37.5859149
None2124,55.6163823,37.6710152
Музей русской иконы,55.7463543,37.6456432
Храм Никиты Мученика (Афонское подворье),55.7456409,37.6446647
Храм Воскресения Словущего,55.7380465,37.6698762
Храм Положения Ризы Божией Матери во Влахерне в Леоново,55.8415641,37.6443562
Аллея городов-героев и городов воинской славы,55.7547528,37.6158735
Белка обыкновенная,55.7303904,37.5772915
Церковь Бориса и Глеба,55.6586707,37.5803907
храм Преображения Господня,55.8146838,37.6963066
Большой Московский Государственный цирк,55.6943907,37.5409327
Музей славянской культуры им. Константина Васильева,55.8993028,37.5658868
Церковь воздвижения креста,55.7387657,37.5742278
None2139,55.5723307,37.6327361
Храм-часовня во имя Преподобного Серафима Саровского,55.5969555,37.6341166
Храм-часовня пророка Божия Илии,55.8627632,37.6050228
Галерея 'На Каширке',55.6616417,37.6473248
Ломаковский АвтоМотоМузей,55.6748355,37.771558
Музей русского импрессионизма,55.7804975,37.5701093
Хрустальная часовня,55.7470694,37.6007644
Церковь Иконы Божией Матери 'Знамение',55.6791738,37.5878495
Часовня святого благоверного князя Димитрия Донского,55.7487941,37.6723293
Киноконцерн «Мосфильм»,55.7167603,37.5263283
Влахернской иконы Божьей Матери,55.6905997,37.7902117
Музей русской усадебной культуры,55.6901253,37.7919632
None2153,55.6948995,37.7698698
Особняк Новиковых,55.7333002,37.6202817
Музей В.А. Тропинина и московских художников его времени,55.7338688,37.622909
Летние аттракционы,55.9174782,37.8235246
Церковь Иоанна Воина,55.7327408,37.6107925
Храм Святителя Николая в Старом Ваганькове,55.7501355,37.6073192
храм святителя Димитрия Ростовского в Очакове,55.68979,37.4427092
Церковь Воскресения Словущего (апостола Филиппа),55.7503022,37.5987796
Собор Иконы Божией Матери «Знамение»,55.752339,37.628458
Старый Английский Двор,55.7522501,37.6266646
Храм Варвары Великомученицы на Варварке,55.7523164,37.6257615
Храм Максима Блаженного на Варварке,55.7524115,37.627124
Гараж Госплана,55.7399544,37.7224938
Богородице-Рождественский монастырь,55.7663895,37.6238727
Часовня Богоявления Господня в Звонарях,55.7641263,37.6226574
Церковь Воздвижения Креста Господня на Преображенском кладбище,55.7933813,37.7170957
старое здание вокзала,55.868532,37.5132466
Музей истории коньяка,55.8680512,37.458402
Городская усадьба_-_ дом Стахеева,55.7689303,37.6587614
Знаменский храм на Рижской,55.7918006,37.6398507
Дом Бурганова,55.7465148,37.5971759
Храм-часовня Святых равноапостольных Константина и Елены,55.8393064,37.3721891
None2175,55.6756526,37.7663343
Церковь св. мчч. Веры_-_ Надежды_-_ Любви и матери их Софии,55.6548497,37.4957979
Храм священномученика Власия в Старой Конюшенной слободе,55.7453428,37.5914993
Собор Спаса Нерукотворного,55.7493442,37.6707703
Центральный музей древнерусской культуры и искусства им. Андрея Рублева,55.749686,37.670542
Церковь Архангела Михаила,55.7135076,37.6015671
Духовская церковь,55.7037352,37.608685
Никольская церковь,55.7913122,37.7171042
Церковь Покрова в Филях,55.7505309,37.5104822
Московский музей анимации,55.8330018,37.634715
самолёт МиГ-23М,55.8843854,37.4190538
Водокачка,55.7904808,37.7644919
Мостовая башня,55.790694,37.7656021
Церковь Михаила Архангела,55.8586527,37.3882851
Нулевой причал,55.8538858,37.4649858
Старое здание железнодорожного вокзала Белокаменная,55.8293489,37.7011682
Мультимедиа Арт Музей,55.7419289,37.598234
Храм Благовещения Пресвятой Богородицы в Раево,55.8568564,37.6577319
часовня-усыпальница Поляковых,55.8206143,37.3223408
Музей Орловского рысака и Русской Тройки,55.8083077,37.6768977
Старообрядческая Успенская молельная,55.7911631,37.7176082
Преображенская свеча,55.7911913,37.7167499
None2202,55.7633493,37.61694
Огни Москвы,55.7607917,37.6357294
Дом-музей К.С. Станиславского,55.7588657,37.6024696
колокольня Боголюбской церкви,55.8105094,37.3556969
Церковь Иконы Божией Матери Боголюбская,55.8104972,37.3560581
Храм Иконы Божией Матери Нечаянная Радость в Марьиной Роще,55.8056914,37.6148132
Сушило,55.7136947,37.6553504
Старая трапезная,55.7135434,37.6566279
None2211,55.711759,37.5739308
Поминальный дом,55.7666982,37.5549977
Церковь Святого Воскресения,55.7660158,37.5546963
None2214,55.8257266,37.3286713
детские аттракционы,55.8288502,37.3217971
Государственный центр современного искусства,55.7643531,37.5815881
Планетарий,55.7812797,37.6216747
Дом архитектора Мельникова,55.7480133,37.5895767
Павильон 'Шестигранник',55.728832,37.6035759
None2221,55.826334,37.3214201
Усадьба Ясенево,55.5985375,37.548122
Храм во имя святых страстотерпцев Бориса и Глеба в Дегунине,55.8667054,37.5345152
Колокольня церкви Усекновения Главы Иоанна Предтечи,55.763668,37.6555354
Церковь Галины Коринфской близ 119-й клинической больницы,55.9056455,37.3328924
Часовня Прохоровых,55.7262571,37.5569959
Цветочные часы,55.734843,37.5170983
Тихвинская церковь,55.7155678,37.601511
None2230,55.7315758,37.5134027
Храм Иверской иконы Божьей Матери,55.6860017,37.475036
Вернисаж,55.7339596,37.6015551
Храм Апостола Иоанна Богослова,55.7118873,37.5751408
Храм Покрова Пресвятой Богородицы на Городне,55.6033253,37.6278194
Бывший железнодорожный вокзал Ростокино МОЖД,55.8425287,37.6563509
Музей путешествий и паломничества по святым местам,55.7284673,37.6588494
Часовня Игоря Черниговского,55.8956374,37.4199717
Старый пассажирский вокзал станции Лефортово,55.7621472,37.7456726
None2239,55.7616297,37.7457706
None2240,55.7617075,37.7457163
Жилой дом III-го типа при станции Андроновка МОЖД,55.7415798,37.7324493
Сторожевой дом Московской окружной железной дороги,55.79628,37.5021355
Храм во имя иконы Божией Матери «Знамение» в Аксиньине,55.8578239,37.4862697
Храм Успения Пресвятой Богородицы в Крутицах,55.7279813,37.6588823
Метровагон Д,55.8468268,37.5994865
Метровагон Е,55.8468182,37.5995402
Храм Живоначальной Троицы в Борисове,55.6297258,37.7287295
Здание вокзала бывшей станции Братцево МКЖД,55.8283489,37.5029633
Спасо-хаус,55.7511106,37.5883321
Временный храм Благоверного Князя Александра Невского,55.6793318,37.4808186
Храм Покрова Пресвятой Богородицы в Ясеневе,55.6153425,37.5399146
Ковылинская часовня,55.7920406,37.721613
часовня Николы Чудотворца,55.7921159,37.7214101
Храм свт.Алексия Митрополита Московского,55.7464821,37.6658874
Храм мученицы Татианы при МГУ,55.7546013,37.6118199
Палаты Арасланова,55.7571751,37.6047364
Часовня Иверской иконы Божией Матери,55.7556885,37.6179073
Часовня Филарета_-_ митрополита Московского,55.7192082,37.8567791
Казанская церковь,55.6478156,37.4841905
Храм Святых Царственных Страстотерпцев,55.8238594,37.5117408
Западные ворота,55.6255208,37.5134635
None2267,55.661467,37.447138
Павильон б/н 'Шелководство',55.8312709,37.6187863
Год семьи,55.6813139,37.5035398
Бывший павильон 'Колхозные ясли',55.8363054,37.6278071
Бывший павильон колхозного детского сада,55.8364107,37.6291671
Храм во имя иконы Божией Матери «Знамение» за Петровскими воротами,55.7693853,37.6140656
Собор Усекновения Главы св. Иоанна Предтечи,55.7544358,37.6402551
Храм Успения Пресвятой Богородицы на Чижевском подворье,55.7571779,37.6236126
Дом Пороховщикова,55.7498804,37.5945471
Храм иконы Божией Матери «Всех скорбящих Радость»,55.7329369,37.6886515
Храм преподобного Иосифа Волоцкого,55.6585027,37.5248981
Открытый фрагмент стены Белого города,55.7584957,37.6461669
Альтернативные источники энергии,55.9104406,37.3850521
Купол,55.7516259,37.6256836
Храм-часовня в честь святого благоверного князя Дмитрия Донского,55.8846061,37.6429391
Храм иконы Божией Матери 'Живоносный Источник',55.7148581,37.8727948
Могила Неизвестного Солдата,55.754873,37.6160401
Храм Первоверховных Апостолов Петра и Павла,55.6000276,37.5489055
Частная школа «Академическая гимназия»,55.8123109,37.682996
Церковь Владимира равноапостольного,55.7720084,37.6131295
None2289,55.7450594,37.5866138
Японский сад камней,55.7850784,37.8722184
Временный храм - часовня Патриаршего подворья в честь святой равноапостальной великой княгини Ольги,55.8143871,37.6188706
Московский музей современного исскуства,55.6900394,37.5525295
Дом-музей М. Ю. Лермонтова,55.7536238,37.5941413
Дом-музей Марины Цветаевой,55.7543312,37.590046
Церковь Косьмы и Димиана Ассийских,55.7786632,37.551496
Храм-часовня Архангела Гавриила на Ходынском поле,55.7873531,37.5376222
Храм Державной иконы Божией Матери в Чертанове,55.6349399,37.6030215
Старинная водокачка станции Лихоборы МОЖД,55.8443162,37.5287328
АВ-Парк,55.9097565,37.7414112
Башня “Дуло”,55.7135324,37.6549057
Казначейские кельи,55.7139552,37.6548938
Монастырская постройка,55.7136359,37.6561497
Солевая башня,55.7135464,37.6583982
ЦерковьТихвинской иконы Божией Матери,55.7140587,37.6574032
Часовня Николая Чудотворца,55.6233899,37.8407526
Церковь Иконы Божией Матери Всех Скорбящих Радость,55.6223777,37.8413175
Детский досуговый центр «Светлячок»,55.7855744,37.751865
Водосвятная часовня,55.7384551,37.6703971
Служебный (Южный) корпус,55.7914059,37.759128
Северный дом чиновников богадельни,55.7923346,37.7634984
Конюшня и сарай для экипажей,55.791075,37.763012
Задние въездные ворота,55.7924811,37.7593686
Южный ледник,55.7912403,37.7625398
Служебный (Северный) корпус,55.7928878,37.7607806
Баня_-_ прачечная,55.7927284,37.7628872
Храм в честь святого праведного Симеона Верхотурского,55.6466818,37.7140954
Собор Покрова Пресвятой Богородицы,55.791385,37.7652988
Дом-музей М.Н. Ермоловой,55.759975,37.599746
None2323,55.7415217,37.7753548
None2326,55.7206718,37.46827
Храм Святителя Киприана митрополита Московского,55.6052792,37.5786508
Часовня апостола Андрея Первозванного,55.8287683,37.7664136
Церковь прп. Серафима Саровского и Анны Кашинской,55.7122992,37.6031653
Храм входа Господня в Иерусалим,55.5784836,37.6674114
Церковь Власия и Харлампия,55.6345363,37.7331946
Храм Всех преподобных отцев Киево-Печерских в Старых Черемушках,55.6778427,37.5754995
Церковь Андрея Рублёва,55.6939709,37.4947951
храм Ермогена_-_ Патриарха Московского и всея Руси в Зюзино.,55.6426513,37.6047004
Храм Мефодия и Кирилла на Дубровке,55.7254126,37.6719505
Церковь Василия Московского,55.6331895,37.5388317
Храм великомученицы Анастасии Узорешительницы,55.6260979,37.4893375
Храм Святого праведного Алексия Московского,55.7319139,37.8289252
Розовая башня Сумского острога,55.6736282,37.6779983
Церковь Святого великомученика Георгия Победоносца,55.6728513,37.6751467
Башня Братского острога,55.6730337,37.6785867
None2343,55.8613437,37.4518992
None2344,55.8608957,37.4522315
Храм Благоверного Князя Александра Невского при МГИМО,55.6788749,37.4812546
Часовня на месте погребения инокини Досифеи (княжны Таракановой),55.7322128,37.6575312
Мемориальный музей А.Н. Скрябина,55.7508105,37.5899106
Часовня Успения Пресвятой Богородицы,55.8172728,37.6133363
Храм блаженной Матроны Московской,55.6326622,37.50743
Данилов монастырь,55.7105498,37.6315741
None2353,55.8994951,37.5707335
Кафедральный собор Преображения Господня,55.7881082,37.6216372
Церковь Алексия Человека Божия,55.7561362,37.4015156
Храм Преображения Господня в Преображенском,55.7956365,37.7107412
Вольер с птицами,55.7293812,37.5758297
Храм иконы Божией Матери 'Неувядаемый Цвет',55.7910168,37.3541414
Церковь Матроны Московской в Дмитровском,55.8857365,37.5315814
Обсерватория и планетарий 'Урания',55.7927579,37.6762269
Fun-град,55.7954472,37.6651505
Храм Покрова Пресвятой Богородицы в Орехове-Борисове,55.6065257,37.7443734
Часовня при Храме Покрова Пресвятой Богородицы,55.60669,37.7442391
Москвариум,55.8334208,37.6177628
None2365,55.7941338,37.6726836
None2366,55.7938123,37.6726002
None2367,55.7943114,37.6723562
Айсберг,55.7943134,37.671782
Башня пирата,55.7943151,37.6726451
Воздушный рейс,55.7940192,37.6731398
Волшебный байк,55.7942675,37.6731681
Диско,55.7940997,37.6739558
Калипсо,55.794226,37.6739974
Колобок,55.7942023,37.6736956
Мини-Гималайя,55.7938006,37.6736929
Мини-ботик,55.7942509,37.6733286
Паровозик,55.7943114,37.6723562
Самолетики,55.7936717,37.6716577
Сафари тир,55.7935597,37.6741534
Слоны,55.7939893,37.6728199
Тир 'Базука',55.7939829,37.6725118
Экстрим батут,55.7942342,37.6734878
Детские аттракционы,55.7292509,37.604717
Церковь Иннокентия_-_ митрополита Московского,55.6891339,37.873871
Альпийская горка,55.8315396,37.5494047
None2392,55.8488176,37.361267
Введенский храм,55.8829841,37.6673636
Пассажирское здание станции Кожухово,55.7002441,37.6510576
Храм преп. Сергия Радонежкого,55.8237417,37.8331744
None2396,55.6104985,37.4882968
None2397,55.8503669,37.3562871
Дача Лямина,55.8128941,37.6811825
Часовня святого великомученика Георгия Победоносца,55.7730227,37.6399038
Гуси. Третий Рим,55.8354541,37.6182429
Буран,55.8321703,37.6227975
Су-27,55.8347822,37.6231812
Храм-часовня во имя Архистратига Божия Михаила,55.6425063,37.5053885
Храм Покровского монастыря Святых благоверных Петра и Февронии Муромских,55.7390947,37.6706828
Церковь Христиан Адвентистов Седьмого Дня,55.8160359,37.8302335
None2408,55.6725673,37.6714329
Ми-8Т,55.8341784,37.622171
None2410,55.6577188,37.3464844
Дом-музей К.И. Чуковского,55.6586905,37.3306435
Арахнарий,55.7618894,37.5755433
Храм св. Царя-Мученика Николая и всех Новомученников и Исповедников Российских,55.8391029,37.5015449
Парк аттракционов «Дружба»,55.8553167,37.4867302
Счастья вольная птица (Жар-птица),55.7510002,37.621279
Большой Грот,55.6128496,37.6801058
None2418,55.6144325,37.6852316
None2419,55.820341,37.7986109
None2420,55.845963,37.5596953
None2421,55.5938044,37.3460859
Храм Воскресения Христова в Пленницах,55.7117034,37.5744317
Надвратный храм Мученика Андрея Стратилата,55.7121648,37.5758427
Часовня Илии Пророка,55.8953335,37.4305766
Храм Рождества Иоанна Предтечи,55.7690282,37.8394347
Храм Рождества Пресвятой Богородицы во Владыкине,55.849219,37.5838818
Часовня Троицы Живоначальной,55.7481219,37.6697067
Панда парк,55.6705586,37.3990405
Усадьба Давыдова,55.7415481,37.5947036
Церковь преподобного Марона Пустынника,55.7351293,37.6113565
None2432,55.7357756,37.6053311
Часовня св. бглв. Александра Невского и Иоанна Воина,55.7861571,37.6198784
Храм иконы Божией Матери 'Знамение' в Перово,55.743163,37.7730634
Львиная пристань,55.6880878,37.7887021
Круглая пристань,55.6870345,37.7882745
None2438,55.6534315,37.7506636
Арка главного входа в Парк Сокольники,55.7926643,37.6775542
Храм Марии Египетской,55.6386199,37.7438916
Храм Великомученика Димитрия Солунского,55.7812805,37.7311207
Храм в честь иконы Божией Матери «Умягчение злых сердец»,55.6498122,37.5347639
Усекновения главы Иоанна Предтечи,55.7261174,37.5591568
Белки,55.7739852,37.7854524
Филины,55.7739884,37.7855805
Совы,55.7739935,37.7857588
Домик Петра Первого,55.6674522,37.6672874
Контактный зоопарк «Пушистый остров»,55.7862855,37.7498412
Арбалетный и лучный тир,55.7818812,37.7513943
Деревенский поезд,55.7811753,37.7522876
Площадка семейных аттракционов «Забава»,55.7819423,37.7516921
парк «Сказка»,55.77232,37.4356892
Водонапорная башня Лихоборы,55.8443335,37.5293575
Храм Рождества Пресвятой Богородицы в Бутырской слободе,55.8009537,37.5849824
Колокольня старообрядческой церкви св. Екатерины,55.7755427,37.6774123
Часовня Дмитрия Донского,55.8569536,37.4209263
Храм 12 Апостолов,55.8693297,37.4948475
Морские свинки,55.7606422,37.5834097
Храм Спиридона Тримифунского,55.7426865,37.4952751
Церковь Матроны Московской в Дмитровском (временная),55.8858783,37.5322289
Черепахи (летний вольер),55.7618848,37.5837793
Храм святой блаженной Ксении Петербургской,55.8765602,37.5543984
Южная Америка,55.7613865,37.578968
Эму,55.7619782,37.579133
Крокус Сити Океанариум,55.8190825,37.3863856
None2473,55.8890487,37.5337493
Фонтан-ротонда 'Наталья и Александр',55.757606,37.5974758
Храм-часовня святителя Макария митрополита Московского и Всея Руси,55.864133,37.6837787
храма преподобного Алексия_-_ человека Божия,55.676798,37.6518577
Князе-Владимирская церковь,55.8592023,37.3493467
None2478,55.8643893,37.5087818
Храм в честь торжества Православия,55.8771014,37.5849707
Часовня-усыпальница Нарышкиных,55.7673124,37.614815
Храм Рождества Иоанна Предтечи в Сокольниках,55.7989446,37.6946777
None2482,55.6603473,37.8481554
Храм святых мучеников Анатолия и Протолеона,55.6606914,37.7577165
Храм святых Жен-Мироносиц в Марьино,55.6630286,37.77187
Церковь Симеона и Анны,55.6634376,37.5644486
Храм Новомучеников и исповедников Российских на Лубянке,55.7661084,37.6291019
Храм Преподобного Сергия Радонежского на Ходынском поле,55.7877172,37.5372786
Храм пророка Илии,55.7050537,37.361521
Храм преподобного Андрея Рублёва на Верхней Масловке,55.7915027,37.5688161
Парковый павильон усадьбы Гагариных,55.7693791,37.6109996
Ступа Просветления,55.8549627,37.5904938
None2493,55.7804119,37.6945533
None2494,55.6483047,37.5867724
None2495,55.8883486,37.5636298
None2497,55.7697893,37.6082829
None2498,55.8884555,37.6949136
None2499,55.8886989,37.698563
None2500,55.7029467,37.8717818
None2501,55.7032133,37.8717989
None2502,55.7029022,37.8711672
None2503,55.7580295,37.5803675
Храм Спаса Преображения,55.7345527,37.6315526
храм Казанской иконы Божией Матери,55.8067149,37.6931643
Храм святителя Николая Мирликийского в Щукине,55.8101641,37.4631818
Храм Святой Живоначальной Троицы,55.6315943,37.764783
Никольский храм,55.82252,37.378912
Храм Святого Праведного Иоанна Русского в Кунцеве,55.7344403,37.4054633
Храм Святой Равноапостольной Нины,55.6753519,37.5622798
Церковь Ушакова,55.6720836,37.6204625
None2514,55.8356792,37.635169
Кадка для квашения капусты ('дошник'),55.6739929,37.6710245
None2516,55.7576797,37.753407
Храм Владимирской иконы Божией Матери,55.8896396,37.3806829
храм Успения Пресвятой Богородицы,55.9178265,37.5547501
Храм святого Великомученика Георгия Победоносца в Коптево,55.830499,37.5298495
Часовня-усыпальница А.Т. Колычева,55.8044227,37.7093407
Храм Похвалы Пресвятой Богородицы в Зябликове,55.6158364,37.7296179
None2523,55.5933385,37.7433532
Храм Святителя Иова_-_ Патриарха Московского и всея Руси,55.7168146,37.3996858
Храм в честь великомученика Димитрия Солунского в Хорошеве,55.787638,37.4809045
Храм Св.праведного Иоанна Кронштадтского в Головино,55.846372,37.5083086
Храм Казанской Иконы Божией Матери в Узком,55.6216333,37.5367117
Храм иконы Божией Матери «Всецарица» при клинике МНИОИ им. П.А. Герцена,55.7805479,37.5565837
Храм Святого Димитрия Ростовского,55.7210301,37.8002053
Сонька Золотая Ручка,55.7692908,37.5548381
«Взыскание погибших» иконы Божией Матери на Щипке,55.7290986,37.6298805
None2535,55.9081507,37.5682989
None2537,55.8144297,37.6190376
Церковь Спиридона_-_ епископа Тримифунтского_-_ в Коптево,55.8305975,37.5278529
Церковь Четырнадцати тысяч младенцев_-_ от Ирода избиенных_-_ в Коптево,55.8306162,37.5294327
Храм в честь иконы Божией Матери Спорительница Хлебов,55.5827592,37.6938677
None2541,55.7024904,37.8241246
Храм Державной иконы Божией Матери,55.7431756,37.6061824
Храм Воскресения Словущего при Митрополичьих палатах,55.7277973,37.6581019
None2545,55.5824861,37.6025187
Паровоз Су 205-37,55.7496665,37.5595608
Храм во имя Тихвинской иконы Божией Матери Тихвинской старообрядческой общины,55.7119806,37.6138887
Часовня Казанской иконы Божией Матери на Воронцовом поле,55.7544668,37.6550639
Храм Илии пророка,55.7534772,37.6550729
Часовня Воздвижения Креста Господня,55.7566983,37.574822
None2553,55.8024358,37.8191538
Храм святителя Луки (Войно-Ясенецкого)_-_ архиепископа Симферопольского и Крымского,55.6675516,37.7683917
None2556,55.7330725,37.6365524
None2557,55.719792,37.4973652
Храм Георгия Победоносца,55.7264136,37.4817895
Церковь Сретения Господня при театре Школа драматического искусства,55.7700263,37.6311806
Церковь Благовещение,55.7133651,37.3757999
Церковь святых страстотерпцев,55.5997002,37.530073
None2562,55.8354066,37.4834713
None2563,55.608028,37.6228604
None2564,55.7204756,37.4676141
None2565,55.7337112,37.4633152
None2566,55.8305847,37.7773501
None2567,55.816383,37.5127583
None2568,55.6044333,37.6265398
Храм Усекновения Главы Иоанна Предтечи,55.6316543,37.7654064
None2570,55.5916061,37.6792954
None2571,55.593218,37.6800732
None2572,55.5931051,37.674973
None2573,55.5968341,37.6772851
None2574,55.5968501,37.6740827
None2575,55.6293297,37.6611956
None2576,55.6307473,37.3784266
None2577,55.6231363,37.5999892
Церковь страстотерпца Николая II,55.5824926,37.5947294
None2579,55.8213398,37.8000853
None2580,55.7717221,37.7401692
None2581,55.5874696,37.3773444
None2582,55.7398896,37.5993893
